Monday,,,,,,,,,,,,
,,,,,,,,,,,,
Activity,Module,Name of Type,Size,Day,Start,End,Duration,Room,Room Description,Room Size,Staff,Weeks
LANG1076/S2/02,Spanish 1A,Seminar,15,Friday,9:00,11:00,2:00,TB-401+,Teaching Building Seminar Room 401 - Level 4,30,Daniel Bueno Galiana,"2, 4-13"
LANG1066/S2/02,Inter Faculty Japanese 1a,Seminar,17,Friday,9:00,11:00,2:00,TB-228+,Teaching Building Seminar Room 228 - Level 2,30,Qie Yi,"2, 4-13"
LANG2057/S2/01 - Refer to LANG2067/S2/01 Timetable,Inter Faculty German 2a,Seminar,6,Friday,9:00,11:00,2:00,,,,,"2, 4-13"
LANG2055/S2/01,Inter Faculty French 2a,Seminar,10,Friday,9:00,11:00,2:00,TB-416+,Teaching Building Seminar Room 416 - Level 4,16,Sylvain Pourciel,"2, 4-13"
LANG2075/S3/01,Mandarin 2A,Seminar,10,Friday,9:00,11:00,2:00,PB-209(LANG)+,Portland Building-Language Lab 209 Level 2,20,Meiying Wu,"2, 4-13"
LANG2067/S2/01,German 2A,Seminar,6,Friday,9:00,11:00,2:00,TB-412+,Teaching Building Seminar Room 412 - Level 4,16,Caroline Boehrer,4埖13晩
LANG3074/S3/02,Japanese 3A,Seminar,23,Friday,10:00,11:00,1:00,PB-330(LANG)+,"Portland Building-Language Lab, Computer Lab 330 - Level 3",24,Daiho Kitaoka,"2, 4-13"
LANG1076/S2/01,Spanish 1A,Seminar,15,Friday,11:00,13:00,2:00,DB-C09+,The Lord Dearing Building - Teaching Room C09,24,Daniel Bueno Galiana,"2, 4-13"
LANG1076/S2/05,Spanish 1A,Seminar,15,Friday,11:00,13:00,2:00,TB-403+,Teaching Building Seminar Room 403 - Level 4,30,Adriana Mart：?nez Mart：?nez,"2, 4-13"
LANG1062/S2/03,Inter Faculty French 1a,Seminar,19,Friday,11:00,13:00,2:00,PB-203+,Portland Building-Seminar Room 203 - Level 2,20,Gr：?Gory Huet,"2, 4-13"
LANG1068/S2/03,Inter Faculty Spanish 1a,Seminar,18,Friday,11:00,13:00,2:00,TB-402+,Teaching Building Seminar Room 402 - Level 4,30,Virginia Arrieta,"2, 4-13"
LANG2063/S2/01,Inter Faculty Korean 2A,Seminar,1,Friday,11:00,13:00,2:00,TB-412+,Teaching Building Seminar Room 412 - Level 4,16,Kyung Min Nam,"2, 4-13"
LANG2065/S2/01,French 2A,Seminar,16,Friday,11:00,13:00,2:00,TB-416+,Teaching Building Seminar Room 416 - Level 4,16,Sylvain Pourciel,"2, 4-13"
LANG2073/S2/01 - Refer to LANG2063/S2/01 Timetable,Korean 2A,Seminar,1,Friday,11:00,13:00,2:00,,,,,"2, 4-13"
LANG3070/S2/01,German 3A,Seminar,16,Friday,11:00,13:00,2:00,PB-205+,Portland Building-Seminar Room 205 - Level 2,20,Gerald Siegler,"2, 4-13"
LANG3103/S3/01,Mandarin 4A,Seminar,16,Friday,11:00,13:00,2:00,PB-209(LANG)+,Portland Building-Language Lab 209 Level 2,20,Smile Ye,"2, 4-13"
LANG1082/S3/01,Mandarin 1A,Seminar,7,Friday,11:00,13:00,2:00,TB-104 (LANG)+,Teaching Building Language Lab 104- Level 1,35,Yolanda Liu,"2, 4-13"
LANG3080/S3/01,Mandarin 3A,Seminar,10,Friday,12:00,14:00,2:00,PB-330(LANG)+,"Portland Building-Language Lab, Computer Lab 330 - Level 3",24,Vivian Yan,"2, 4-13"
LANG1084/S2/02,Mandarin Listening and Speaking 1A,Seminar,16,Friday,13:00,14:00,1:00,TB-104 (LANG)+,Teaching Building Language Lab 104- Level 1,35,Yolanda Liu,"2, 4-13"
LANG1078/S2/03,Japanese 1A,Seminar,16,Friday,13:00,15:00,2:00,PB-201+,PB-203+-Seminar Room 201 - Level 2,30,Toru Ikarashi,"2, 4-13"
LANG1078/S2/01,Japanese 1A,Seminar,16,Friday,13:00,15:00,2:00,TB-419+,Teaching Building Seminar Room 419 - Level 4,36,Daiho Kitaoka,"2, 4-13"
LANG1072/S2/02,French 1A,Seminar,16,Friday,13:00,15:00,2:00,TB-401+,Teaching Building Seminar Room 401 - Level 4,30,Audrey Heck,"2, 4-13"
LANG1076/S3/03,Spanish 1A,Seminar,15,Friday,14:00,15:00,1:00,PB-209(LANG)+,Portland Building-Language Lab 209 Level 2,20,Daniel Bueno Galiana,"2, 4-13"
LANG1072/S3/01,French 1A,Seminar,16,Friday,14:00,15:00,1:00,PB-331(LANG)+,"Portland Building-Language Lab, Computer Lab 331 - Level 3",25,Gr：?Gory Huet,"2, 4-13"
LANG1068/S2/04,Inter Faculty Spanish 1a,Seminar,18,Friday,14:00,16:00,2:00,TB-228+,Teaching Building Seminar Room 228 - Level 2,30,Virginia Arrieta,"2, 4-13"
LANG3078/S2/01,Korean 3A,Seminar,7,Friday,14:00,16:00,2:00,TB-412+,Teaching Building Seminar Room 412 - Level 4,16,Kyung Min Nam,"2, 4-13"
LANG1066/S2/01,Inter Faculty Japanese 1a,Seminar,17,Friday,14:00,16:00,2:00,DB-B04+,The Lord Dearing Building - Teaching Room B04,25,Qie Yi,"2, 4-13"
LANG2075/S3/02,Mandarin 2A,Seminar,10,Friday,14:00,16:00,2:00,PB-330(LANG)+,"Portland Building-Language Lab, Computer Lab 330 - Level 3",24,Wendy Gu,"2, 4-13"
LANG1084/S2/01,Mandarin Listening and Speaking 1A,Seminar,16,Friday,15:00,16:00,1:00,PB-209(LANG)+,Portland Building-Language Lab 209 Level 2,20,Meiying Wu,"2, 4-13"
LANG1062/S2/02,Inter Faculty French 1a,Seminar,19,Friday,15:00,17:00,2:00,PB-204+,Portland Building-Seminar Room 204 - Level 2,20,Gr：?Gory Huet,"2, 4-13"
LANG1068/S2/02,Inter Faculty Spanish 1a,Seminar,18,Friday,15:00,17:00,2:00,PB-308+,Portland Building-Seminar Room 308 - Level 3,20,Penny Franco,"2, 4-13"
LANG3070/S2/02,German 3A,Seminar,16,Friday,15:00,17:00,2:00,PB-410+,Portland Building-Seminar Room 410 - Level 4,20,Caroline Boehrer,"2, 4-13"
LANG3072/S2/02,Spanish 3A,Seminar,20,Friday,15:00,17:00,2:00,PB-214+,Portland Building-Seminar Room 214 - Level 2,20,Adriana Mart：?nez Mart：?nez,"2, 4-13"
LANG3082/S2/01,Mandarin Chinese Listening and Speaking 3A,Seminar,2,Friday,16:00,17:00,1:00,PB-209(LANG)+,Portland Building-Language Lab 209 Level 2,20,Meiying Wu,"2, 4-13"
LANG1064/S2/02,Inter Faculty German 1a,Seminar,16,Friday,16:00,18:00,2:00,TB-323+,Teaching Building Seminar Room 323 - Level 3,16,Swantje Boschen,"2, 4-13"
LANG2059/S2/01 - Refer to LANG2071/S2/01 Timetable,Inter Faculty Japanese 2a,Seminar,23,Friday,16:00,18:00,2:00,,,,,"2, 4-13"
LANG2071/S2/01,Japanese 2A,Seminar,23,Friday,16:00,18:00,2:00,TB-103+,Teaching Building Seminar Room 103- Level 1,30,Qie Yi,"2, 4-13"
LANG3074/S2/01,Japanese 3A,Seminar,24,Friday,16:00,18:00,2:00,PB-112+,Portland Building-Seminar Room 112 - Level 1 (Original name: Student Services Building),24,Daiho Kitaoka,"2, 4-13"
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Weeks 2 & 4-14 = Autumn semester; Weeks 23-34 = Spring semester,,,,,,,,,,,,
